final_corruption_rate,final_mean_integrity,total_extractions,integrity_mean,base_detection_prob,n_enforcers,oversight_structure,integrity_decay,corruption_contagion,seed
1.0,0.09863756910586574,13868,7.0,0.1,100,hierarchical,True,True,6
1.0,0.12772880664088038,14347,7.0,0.1,100,hierarchical,True,True,7
1.0,0.23312225493382652,13478,7.0,0.1,100,hierarchical,True,True,8
1.0,0.08887401951558253,14254,7.0,0.1,100,hierarchical,True,True,9
1.0,0.17573476904140675,11082,7.0,0.2,100,hierarchical,True,True,0
1.0,0.3934173947930556,10780,7.0,0.2,100,hierarchical,True,True,1
1.0,0.34817441351525275,11786,7.0,0.2,100,hierarchical,True,True,2
1.0,0.17031706084751563,12839,7.0,0.2,100,hierarchical,True,True,3
1.0,0.20417342622163312,11618,7.0,0.2,100,hierarchical,True,True,4
1.0,0.2603768758609468,10995,7.0,0.2,100,hierarchical,True,True,5
1.0,0.18166361082949314,11673,7.0,0.2,100,hierarchical,True,True,6
1.0,0.3469084682410546,11388,7.0,0.2,100,hierarchical,True,True,7
1.0,0.25624087072378704,11229,7.0,0.2,100,hierarchical,True,True,8
1.0,0.47186804337079236,11538,7.0,0.2,100,hierarchical,True,True,9
1.0,0.6183483883397105,8270,7.0,0.3,100,hierarchical,True,True,0
1.0,0.6427773204515045,8563,7.0,0.3,100,hierarchical,True,True,1
1.0,0.5394895328520022,9139,7.0,0.3,100,hierarchical,True,True,2
1.0,0.2990557470930809,9819,7.0,0.3,100,hierarchical,True,True,3
1.0,0.6339343811580905,8574,7.0,0.3,100,hierarchical,True,True,4
1.0,0.46690933440815746,8569,7.0,0.3,100,hierarchical,True,True,5
1.0,0.4301727815875246,9149,7.0,0.3,100,hierarchical,True,True,6
1.0,0.5381853163534568,9039,7.0,0.3,100,hierarchical,True,True,7
1.0,0.5594227562809173,8626,7.0,0.3,100,hierarchical,True,True,8
1.0,0.5971184126684913,8535,7.0,0.3,100,hierarchical,True,True,9
1.0,0.9369412028838014,6038,7.0,0.4,100,hierarchical,True,True,0
1.0,0.5023834044399411,7356,7.0,0.4,100,hierarchical,True,True,1
1.0,0.6176945170724619,7241,7.0,0.4,100,hierarchical,True,True,2
1.0,0.5703868446285552,7528,7.0,0.4,100,hierarchical,True,True,3
1.0,0.76052014249821,6618,7.0,0.4,100,hierarchical,True,True,4
1.0,0.8400576776164864,6534,7.0,0.4,100,hierarchical,True,True,5
1.0,0.72807337513816,6251,7.0,0.4,100,hierarchical,True,True,6
1.0,0.7560270928657858,6874,7.0,0.4,100,hierarchical,True,True,7
1.0,0.8030607950457825,6586,7.0,0.4,100,hierarchical,True,True,8
1.0,0.7444382426787177,6513,7.0,0.4,100,hierarchical,True,True,9
1.0,0.7683843585529151,5273,7.0,0.5,100,hierarchical,True,True,0
1.0,0.6606519911335113,5528,7.0,0.5,100,hierarchical,True,True,1
1.0,0.7656536751438646,5658,7.0,0.5,100,hierarchical,True,True,2
1.0,0.720735865684318,5921,7.0,0.5,100,hierarchical,True,True,3
1.0,1.0189654811893565,5020,7.0,0.5,100,hierarchical,True,True,4
1.0,0.8025577102052006,5270,7.0,0.5,100,hierarchical,True,True,5
1.0,0.8909769420476878,5102,7.0,0.5,100,hierarchical,True,True,6
1.0,0.7095966312115841,5711,7.0,0.5,100,hierarchical,True,True,7
1.0,0.8389909308829491,5455,7.0,0.5,100,hierarchical,True,True,8
1.0,0.9559827441676408,5168,7.0,0.5,100,hierarchical,True,True,9
0.99,0.9046490905812733,3806,7.0,0.6,100,hierarchical,True,True,0
0.99,0.9792783025020212,4089,7.0,0.6,100,hierarchical,True,True,1
1.0,0.9214843700227076,4617,7.0,0.6,100,hierarchical,True,True,2
1.0,0.622774008906005,4744,7.0,0.6,100,hierarchical,True,True,3
1.0,0.9511759877741197,4130,7.0,0.6,100,hierarchical,True,True,4
1.0,0.8936427180145188,4126,7.0,0.6,100,hierarchical,True,True,5
0.98,1.043471983617872,3769,7.0,0.6,100,hierarchical,True,True,6
1.0,0.7541140109995409,4621,7.0,0.6,100,hierarchical,True,True,7
1.0,0.8252422298087876,4211,7.0,0.6,100,hierarchical,True,True,8
1.0,0.8079522371414406,4330,7.0,0.6,100,hierarchical,True,True,9
0.75,1.0719458989791681,2722,7.0,0.7,100,hierarchical,True,True,0
0.85,0.7722707139344592,3551,7.0,0.7,100,hierarchical,True,True,1
0.97,0.671971128644794,3882,7.0,0.7,100,hierarchical,True,True,2
0.88,0.6131953645633242,3862,7.0,0.7,100,hierarchical,True,True,3
0.79,0.8872062783609219,3576,7.0,0.7,100,hierarchical,True,True,4
0.86,0.7832242499410036,3580,7.0,0.7,100,hierarchical,True,True,5
0.78,1.0744924870529342,3054,7.0,0.7,100,hierarchical,True,True,6
0.88,0.6768190517476615,3826,7.0,0.7,100,hierarchical,True,True,7
0.91,0.7753169925900205,3780,7.0,0.7,100,hierarchical,True,True,8
0.89,0.8409743205918097,3412,7.0,0.7,100,hierarchical,True,True,9
1.0,0.2746360291996669,11629,8.0,0.1,100,hierarchical,True,True,0
1.0,0.5270846196929602,12252,8.0,0.1,100,hierarchical,True,True,1
1.0,0.1838579454344672,13439,8.0,0.1,100,hierarchical,True,True,2
1.0,0.30382229829351937,12817,8.0,0.1,100,hierarchical,True,True,3
1.0,0.25680930779521316,12522,8.0,0.1,100,hierarchical,True,True,4
1.0,0.34079268938891033,11603,8.0,0.1,100,hierarchical,True,True,5
1.0,0.06354233369184274,13058,8.0,0.1,100,hierarchical,True,True,6
1.0,0.0861487676081075,12886,8.0,0.1,100,hierarchical,True,True,7
1.0,0.22734052013750222,12556,8.0,0.1,100,hierarchical,True,True,8
1.0,0.18378083192751704,12847,8.0,0.1,100,hierarchical,True,True,9
1.0,0.5332443772734909,9466,8.0,0.2,100,hierarchical,True,True,0
1.0,0.5218830298541997,9724,8.0,0.2,100,hierarchical,True,True,1
1.0,0.4479843035242457,10018,8.0,0.2,100,hierarchical,True,True,2
1.0,0.3371817005158092,10631,8.0,0.2,100,hierarchical,True,True,3
1.0,0.4378050872151431,9661,8.0,0.2,100,hierarchical,True,True,4
1.0,0.5746154106663885,8921,8.0,0.2,100,hierarchical,True,True,5
1.0,0.3518881340609503,9842,8.0,0.2,100,hierarchical,True,True,6
1.0,0.31499041430712116,10518,8.0,0.2,100,hierarchical,True,True,7
1.0,0.290115017784982,10064,8.0,0.2,100,hierarchical,True,True,8
1.0,0.2611517033756088,9968,8.0,0.2,100,hierarchical,True,True,9
1.0,0.8252370814544621,6728,8.0,0.3,100,hierarchical,True,True,0
1.0,0.7134208749022344,7242,8.0,0.3,100,hierarchical,True,True,1
1.0,0.9677061378751306,7621,8.0,0.3,100,hierarchical,True,True,2
1.0,0.5748696432760643,8069,8.0,0.3,100,hierarchical,True,True,3
1.0,0.8361006793725073,7032,8.0,0.3,100,hierarchical,True,True,4
1.0,0.9099033329158047,6965,8.0,0.3,100,hierarchical,True,True,5
1.0,1.0982458891032933,6289,8.0,0.3,100,hierarchical,True,True,6
1.0,0.7444307134174916,7302,8.0,0.3,100,hierarchical,True,True,7
1.0,1.1191953467632387,6600,8.0,0.3,100,hierarchical,True,True,8
1.0,0.5460747162819827,7616,8.0,0.3,100,hierarchical,True,True,9
1.0,1.3664013213860156,4638,8.0,0.4,100,hierarchical,True,True,0
1.0,0.8777604152065489,5736,8.0,0.4,100,hierarchical,True,True,1
1.0,0.7334176554768732,6342,8.0,0.4,100,hierarchical,True,True,2
1.0,0.7646062208058069,6133,8.0,0.4,100,hierarchical,True,True,3
1.0,1.106658825465947,5401,8.0,0.4,100,hierarchical,True,True,4
1.0,1.151748068288955,5156,8.0,0.4,100,hierarchical,True,True,5
1.0,1.1884593324099375,4861,8.0,0.4,100,hierarchical,True,True,6
1.0,0.8625996281584256,6047,8.0,0.4,100,hierarchical,True,True,7
1.0,0.9361686153261559,5772,8.0,0.4,100,hierarchical,True,True,8
1.0,1.1018767501784026,5215,8.0,0.4,100,hierarchical,True,True,9
1.0,1.4764226533104983,3270,8.0,0.5,100,hierarchical,True,True,0
1.0,1.4645961027393424,3866,8.0,0.5,100,hierarchical,True,True,1
1.0,1.080243334138956,4717,8.0,0.5,100,hierarchical,True,True,2
1.0,0.9930297873378454,4869,8.0,0.5,100,hierarchical,True,True,3
1.0,1.0785978953835795,4484,8.0,0.5,100,hierarchical,True,True,4
1.0,1.2407753041224112,4100,8.0,0.5,100,hierarchical,True,True,5
1.0,1.1675229427969378,4005,8.0,0.5,100,hierarchical,True,True,6
1.0,1.0750790745662713,4549,8.0,0.5,100,hierarchical,True,True,7
1.0,1.1432686736466768,4417,8.0,0.5,100,hierarchical,True,True,8
1.0,1.2535563210642002,4252,8.0,0.5,100,hierarchical,True,True,9
0.83,1.5567011152823438,2586,8.0,0.6,100,hierarchical,True,True,0
0.99,1.2791081651488447,3392,8.0,0.6,100,hierarchical,True,True,1
1.0,1.067413451204115,3976,8.0,0.6,100,hierarchical,True,True,2
0.98,0.8595580289379104,3865,8.0,0.6,100,hierarchical,True,True,3
1.0,1.1375244181795627,3532,8.0,0.6,100,hierarchical,True,True,4
1.0,1.2908886370717496,3308,8.0,0.6,100,hierarchical,True,True,5
0.93,1.3138281832343197,3097,8.0,0.6,100,hierarchical,True,True,6
0.98,0.8940989071967462,3771,8.0,0.6,100,hierarchical,True,True,7
0.96,1.137273277221778,3213,8.0,0.6,100,hierarchical,True,True,8
0.99,1.0035215173591359,3562,8.0,0.6,100,hierarchical,True,True,9
0.69,1.5634707383524244,2257,8.0,0.7,100,hierarchical,True,True,0
0.71,1.1562941740010273,2824,8.0,0.7,100,hierarchical,True,True,1
0.8,1.1168319406908567,3008,8.0,0.7,100,hierarchical,True,True,2
0.69,1.1209455803664914,2861,8.0,0.7,100,hierarchical,True,True,3
0.76,1.1220914749644144,3050,8.0,0.7,100,hierarchical,True,True,4
0.65,1.4565419076307138,2497,8.0,0.7,100,hierarchical,True,True,5
0.63,1.3861638298650032,2435,8.0,0.7,100,hierarchical,True,True,6
0.67,1.1366120575797845,2765,8.0,0.7,100,hierarchical,True,True,7
0.69,1.090849113174081,2821,8.0,0.7,100,hierarchical,True,True,8
0.81,1.1882253056976466,2965,8.0,0.7,100,hierarchical,True,True,9
